date,strat,strat_noSL,bench,bench_sl,n_pick,n_elig,excess,excess_sl,year
2022-05-25,0.04101939224724496,0.04101939224724496,0.037285674630334366,0.037285674630334366,1704,2838,0.0037337176169105965,0.0037337176169105965,2022
2022-06-09,0.044286895548098566,0.044286895548098566,0.05206767760795789,0.05206767760795789,1803,3003,-0.007780782059859326,-0.007780782059859326,2022
2022-06-23,0.012666534445476399,0.012666534445476399,0.015540149005089671,0.015540149005089671,1907,3176,-0.0028736145596132724,-0.0028736145596132724,2022
2022-07-07,0.013001397455248092,0.013001397455248092,0.014990048927563135,0.014990048927563135,1984,3304,-0.0019886514723150422,-0.0019886514723150422,2022
2022-07-21,-0.025981326815658422,-0.025981326815658422,-0.018542956026955885,-0.018542956026955885,1978,3297,-0.007438370788702537,-0.007438370788702537,2022
2022-08-04,0.05331431119004321,0.05331431119004321,0.0640871775563112,0.0640871775563112,1958,3264,-0.010772866366267987,-0.010772866366267987,2022
2022-08-18,-0.048796632316735,-0.048796632316735,-0.08321199451418798,-0.08321199451418798,1983,3306,0.03441536219745298,0.03441536219745298,2022
2022-09-01,-0.03402396658469926,-0.03402396658469926,-0.03312270111851907,-0.03312270111851907,2018,3360,-0.00090126546618019,-0.00090126546618019,2022
2022-09-16,-0.05419157001074351,-0.05419157001074351,-0.060645185798165,-0.060645185798165,1946,3243,0.006453615787421485,0.006453615787421485,2022
2022-09-30,0.05445007462489647,0.05445007462489647,0.05257044030169098,0.05257044030169098,1725,2873,0.0018796343232054882,0.0018796343232054882,2022
2022-10-21,0.04012426064111324,0.04012426064111324,0.03965228644586691,0.03965228644586691,1629,2713,0.000471974195246333,0.000471974195246333,2022
2022-11-04,0.020056850725818667,0.020056850725818667,0.014770287558456963,0.014770287558456963,1808,3012,0.005286563167361704,0.005286563167361704,2022
2022-11-18,0.013152142230977687,0.013152142230977687,0.006558886518789752,0.006558886518789752,1966,3275,0.006593255712187935,0.006593255712187935,2022
2022-12-02,-0.02313411132049031,-0.02313411132049031,-0.016895109474298873,-0.016895109474298873,1989,3314,-0.006239001846191437,-0.006239001846191437,2022
2022-12-16,-0.02781408046880105,-0.02781408046880105,-0.03836465567382172,-0.03836465567382172,1960,3266,0.010550575205020667,0.010550575205020667,2022
2022-12-30,0.05482966363228465,0.05482966363228465,0.04267119808768582,0.04267119808768582,1772,2952,0.012158465544598832,0.012158465544598832,2022
2023-01-16,0.04878607577916411,0.04878607577916411,0.04415561916842525,0.04415561916842525,1639,2734,0.00463045661073886,0.00463045661073886,2023
2023-02-06,0.015617018014336806,0.015617018014336806,0.009660652796001527,0.009660652796001527,1854,3091,0.005956365218335279,0.005956365218335279,2023
2023-02-20,0.007713305460817689,0.007713305460817689,0.00568600717390712,0.00568600717390712,2046,3411,0.0020272982869105685,0.0020272982869105685,2023
2023-03-06,-0.04698511095025343,-0.04698511095025343,-0.03916451636793326,-0.03916451636793326,2057,3428,-0.007820594582320171,-0.007820594582320171,2023
2023-03-20,0.024775043957922575,0.024775043957922575,0.03550532671709364,0.03550532671709364,1955,3255,-0.010730282759171064,-0.010730282759171064,2023
2023-04-03,0.0026457129650752347,0.0026457129650752347,6.341484332726594e-05,6.341484332726594e-05,1919,3199,0.0025822981217479687,0.0025822981217479687,2023
2023-04-18,-0.04550417899099444,-0.04550417899099444,-0.042849835186230374,-0.042849835186230374,1922,3209,-0.0026543438047640644,-0.0026543438047640644,2023
2023-05-05,0.015280283891879302,0.015280283891879302,0.003786645558951625,0.003786645558951625,1946,3242,0.011493638332927677,0.011493638332927677,2023
2023-05-19,0.007099799928105438,0.007099799928105438,0.01091991568318325,0.01091991568318325,1873,3123,-0.0038201157550778117,-0.0038201157550778117,2023
2023-06-02,0.009723409040157055,0.009723409040157055,0.0212139533461745,0.0212139533461745,1793,2986,-0.011490544306017444,-0.011490544306017444,2023
2023-06-16,0.010019731103275137,0.010019731103275137,0.001389751269280426,0.001389751269280426,1831,3051,0.008629979833994711,0.008629979833994711,2023
2023-07-04,-0.010268537344463834,-0.010268537344463834,-0.015374264164117468,-0.015374264164117468,1892,3154,0.0051057268196536346,0.0051057268196536346,2023
2023-07-18,0.01136149293695809,0.01136149293695809,-0.008175947069750849,-0.008175947069750849,1878,3130,0.01953744000670894,0.01953744000670894,2023
2023-08-01,-0.03361710700057369,-0.03361710700057369,-0.03530538706233102,-0.03530538706233102,1938,3230,0.0016882800617573357,0.0016882800617573357,2023
2023-08-15,-0.0157909974406985,-0.0157909974406985,-0.012826551732221702,-0.012826551732221702,1888,3148,-0.0029644457084767976,-0.0029644457084767976,2023
2023-08-29,0.017788773922256806,0.017788773922256806,0.005166267659289402,0.005166267659289402,1866,3111,0.012622506262967403,0.012622506262967403,2023
2023-09-12,-0.02442089775687139,-0.02442089775687139,-0.02648482251023208,-0.02648482251023208,1947,3244,0.0020639247533606915,0.0020639247533606915,2023
2023-09-26,-0.02379649194854778,-0.02379649194854778,-0.01303262890947002,-0.01303262890947002,1796,2992,-0.010763863039077762,-0.010763863039077762,2023
2023-10-18,0.00851620244932451,0.00851620244932451,0.011236796024923938,0.011236796024923938,1717,2862,-0.002720593575599428,-0.002720593575599428,2023
2023-11-01,0.04992354999281974,0.04992354999281974,0.05072805143811381,0.05072805143811381,1834,3054,-0.0008045014452940716,-0.0008045014452940716,2023
2023-11-15,-0.009701765330758123,-0.009701765330758123,-0.012375552025610683,-0.012375552025610683,1942,3237,0.00267378669485256,0.00267378669485256,2023
2023-11-29,-0.014124910438788054,-0.014124910438788054,-0.013413460814558196,-0.013413460814558196,2000,3333,-0.0007114496242298582,-0.0007114496242298582,2023
2023-12-13,-0.04066692271514578,-0.04066692271514578,-0.05064307542140889,-0.05064307542140889,2025,3377,0.009976152706263113,0.009976152706263113,2023
2023-12-27,-0.0034434000603165205,-0.0034434000603165205,-0.005685002143258061,-0.005685002143258061,1905,3176,0.002241602082941541,0.002241602082941541,2023
2024-01-11,-0.04889575145530723,-0.04889575145530723,-0.05742240532064199,-0.05742240532064199,1862,3105,0.008526653865334757,0.008526653865334757,2024
2024-01-25,-0.12374864731515821,-0.12374864731515821,-0.13235244248778757,-0.13235244248778757,1937,3228,0.008603795172629367,0.008603795172629367,2024
2024-02-08,0.1735908785077821,0.1735908785077821,0.1450121317928755,0.1450121317928755,2124,3541,0.028578746714906594,0.028578746714906594,2024
2024-03-01,0.03466911936465607,0.03466911936465607,0.03914422054293308,0.03914422054293308,2337,3896,-0.004475101178277013,-0.004475101178277013,2024
2024-03-15,-0.018930723109011685,-0.018930723109011685,-0.012696872391695495,-0.012696872391695495,2231,3717,-0.00623385071731619,-0.00623385071731619,2024
2024-03-29,-0.08194558480928621,-0.08194558480928621,-0.11424107682083669,-0.11424107682083669,2159,3597,0.03229549201155048,0.03229549201155048,2024
2024-04-16,0.13481029154407093,0.13481029154407093,0.11056019053953582,0.11056019053953582,2199,3680,0.024250101004535105,0.024250101004535105,2024
2024-04-30,0.01743869658799362,0.01743869658799362,0.02206381764840684,0.02206381764840684,2143,3575,-0.0046251210604132224,-0.0046251210604132224,2024
2024-05-17,-0.027606740844198695,-0.027606740844198695,-0.0323639556010773,-0.0323639556010773,2104,3506,0.004757214756878604,0.004757214756878604,2024
2024-05-31,-0.04527743056244972,-0.04527743056244972,-0.040733676440293555,-0.040733676440293555,2050,3416,-0.004543754122156164,-0.004543754122156164,2024
2024-06-17,-0.03066210227173052,-0.03066210227173052,-0.03579324145886069,-0.03579324145886069,1856,3093,0.005131139187130169,0.005131139187130169,2024
2024-07-01,-0.028473135361440284,-0.028473135361440284,-0.029043520042808885,-0.029043520042808885,1717,2862,0.0005703846813686006,0.0005703846813686006,2024
2024-07-15,-0.012213000274844274,-0.012213000274844274,-0.01972176679482487,-0.01972176679482487,1644,2738,0.007508766519980597,0.007508766519980597,2024
2024-07-29,0.0009240118635441169,0.0009240118635441169,-0.010543612509360053,-0.010543612509360053,1556,2593,0.01146762437290417,0.01146762437290417,2024
2024-08-12,-0.017433213989047496,-0.017433213989047496,-0.028199175431483498,-0.028199175431483498,1596,2660,0.010765961442436002,0.010765961442436002,2024
2024-08-26,-0.006087571080254672,-0.006087571080254672,-0.005133771193356184,-0.005133771193356184,1581,2637,-0.0009537998868984878,-0.0009537998868984878,2024
2024-09-09,0.05375575461126178,0.05375575461126178,0.0493141093245378,0.0493141093245378,1497,2495,0.004441645286723979,0.004441645286723979,2024
2024-09-25,0.16520791068024604,0.16520791068024604,0.18172031005867312,0.18172031005867312,1574,2621,-0.01651239937842708,-0.01651239937842708,2024
2024-10-16,0.07990065237573489,0.07990065237573489,0.09014772634907536,0.09014772634907536,2379,3963,-0.010247073973340473,-0.010247073973340473,2024
2024-10-30,0.08654489338669034,0.08654489338669034,0.08539276512760359,0.08539276512760359,2687,4475,0.0011521282590867543,0.0011521282590867543,2024
2024-11-13,-0.03157932318839628,-0.03157932318839628,-0.041424561745865354,-0.041424561745865354,2695,4490,0.009845238557469077,0.009845238557469077,2024
2024-11-27,0.06950725412527266,0.06950725412527266,0.07559181383381734,0.07559181383381734,2691,4480,-0.0060845597085446845,-0.0060845597085446845,2024
2024-12-11,-0.05431367704223587,-0.05431367704223587,-0.07711770358493758,-0.07711770358493758,2671,4453,0.022804026542701708,0.022804026542701708,2024
2024-12-25,-0.05208357319424699,-0.05208357319424699,-0.053598672751377856,-0.053598672751377856,2681,4464,0.0015150995571308681,0.0015150995571308681,2024
2025-01-09,0.016433845199775993,0.016433845199775993,0.017081773621836334,0.017081773621836334,2484,4139,-0.0006479284220603405,-0.0006479284220603405,2025
2025-01-23,0.07713663777887175,0.07713663777887175,0.07292142944378793,0.07292142944378793,2235,3722,0.00421520833508382,0.00421520833508382,2025
2025-02-14,0.009097003858279138,0.009097003858279138,0.0063017187119656605,0.0063017187119656605,2257,3760,0.0027952851463134776,0.0027952851463134776,2025
2025-02-28,0.05483325113189312,0.05483325113189312,0.05244715310495467,0.05244715310495467,2451,4080,0.0023860980269384477,0.0023860980269384477,2025
2025-03-14,-0.030290587392127626,-0.030290587392127626,-0.04154664209241203,-0.04154664209241203,2535,4224,0.011256054700284405,0.011256054700284405,2025
2025-03-28,-0.0529687183609195,-0.0529687183609195,-0.052840363470823035,-0.052840363470823035,2571,4284,-0.00012835489009646595,-0.00012835489009646595,2025
2025-04-14,0.0046605956519077275,0.0046605956519077275,-0.004514343042950059,-0.004514343042950059,2567,4280,0.009174938694857786,0.009174938694857786,2025
2025-04-28,0.05324681261291508,0.05324681261291508,0.05278844791465724,0.05278844791465724,2453,4089,0.00045836469825783627,0.00045836469825783627,2025
2025-05-15,0.018510191389083996,0.018510191389083996,0.01925147523863739,0.01925147523863739,2388,3975,-0.0007412838495533952,-0.0007412838495533952,2025
2025-05-29,0.0049966566198538075,0.0049966566198538075,0.004335638941903081,0.004335638941903081,2456,4089,0.0006610176779507267,0.0006610176779507267,2025
2025-06-13,0.03274413859615394,0.03274413859615394,0.02685096973389213,0.02685096973389213,2499,4163,0.005893168862261808,0.005893168862261808,2025
2025-06-27,0.03739717408501236,0.03739717408501236,0.03231004227724619,0.03231004227724619,2531,4216,0.005087131807766168,0.005087131807766168,2025
2025-07-11,0.041433420895554664,0.041433420895554664,0.038281943596334585,0.038281943596334585,2567,4277,0.003151477299220079,0.003151477299220079,2025
2025-07-25,0.020677074694146563,0.020677074694146563,0.02590216384763996,0.02590216384763996,2701,4503,-0.005225089153493397,-0.005225089153493397,2025
2025-08-08,0.05730777864881468,0.05730777864881468,0.05859194929494362,0.05859194929494362,2780,4624,-0.0012841706461289432,-0.0012841706461289432,2025
2025-08-22,-0.015325508345825712,-0.015325508345825712,-0.017974264492086785,-0.017974264492086785,2847,4743,0.002648756146261073,0.002648756146261073,2025
2025-09-05,0.008345853126314673,0.008345853126314673,0.016903859491533,0.016903859491533,2932,4884,-0.008558006365218326,-0.008558006365218326,2025
2025-09-19,0.009652848691463036,0.009652848691463036,0.006921800519100029,0.006921800519100029,2884,4803,0.0027310481723630074,0.0027310481723630074,2025
2025-10-13,0.018811352445095,0.018811352445095,0.010391719356006654,0.010391719356006654,2739,4562,0.008419633089088345,0.008419633089088345,2025
2025-10-27,0.016074746647135495,0.016074746647135495,0.018000988655599237,0.018000988655599237,2676,4460,-0.0019262420084637417,-0.0019262420084637417,2025
2025-11-10,-0.04085453046437149,-0.04085453046437149,-0.04766255252364779,-0.04766255252364779,2701,4500,0.006808022059276296,0.006808022059276296,2025
2025-11-24,0.03790410099319394,0.03790410099319394,0.03724518995860643,0.03724518995860643,2764,4602,0.0006589110345875115,0.0006589110345875115,2025
2025-12-08,-0.0033701377492079752,-0.0033701377492079752,-0.005223199419145813,-0.005223199419145813,2659,4426,0.0018530616699378379,0.0018530616699378379,2025
2025-12-22,0.04172221371625867,0.04172221371625867,0.05154832174901633,0.05154832174901633,2519,4198,-0.009826108032757658,-0.009826108032757658,2025
2026-01-07,0.03935752590940704,0.03935752590940704,0.04577998282711764,0.04577998282711764,2568,4279,-0.006422456917710602,-0.006422456917710602,2026
2026-01-21,-0.0030221847297896387,-0.0030221847297896387,-0.0027927960781532527,-0.0027927960781532527,2768,4612,-0.00022938865163638598,-0.00022938865163638598,2026
2026-02-04,0.025230511406348265,0.025230511406348265,0.030101996931790165,0.030101996931790165,2887,4807,-0.0048714855254419,-0.0048714855254419,2026
2026-02-26,-0.02280250127115356,-0.02280250127115356,-0.016824310493228536,-0.016824310493228536,2817,4695,-0.005978190777925024,-0.005978190777925024,2026
2026-03-12,-0.0738350515467733,-0.0738350515467733,-0.0750485852910846,-0.0750485852910846,2757,4593,0.001213533744311296,0.001213533744311296,2026
2026-03-26,0.04274182561917684,0.04274182561917684,0.03400245051846295,0.03400245051846295,2761,4604,0.00873937510071389,0.00873937510071389,2026
2026-04-10,0.009169838159332028,0.009169838159332028,0.02045104813750402,0.02045104813750402,2652,4423,-0.011281209978171993,-0.011281209978171993,2026
2026-04-24,0.03756962787035232,0.03756962787035232,0.06638937587556823,0.06638937587556823,2595,4325,-0.02881974800521591,-0.02881974800521591,2026
2026-05-13,-0.0695795117650989,-0.0695795117650989,-0.0566425429805908,-0.0566425429805908,2713,4519,-0.012936968784508097,-0.012936968784508097,2026
2026-05-27,-0.0533519652536269,-0.0533519652536269,-0.05349977162244795,-0.05349977162244795,2760,4597,0.00014780636882105042,0.00014780636882105042,2026
2026-06-10,-0.014443657151469596,-0.014443657151469596,0.014697124036763601,0.014697124036763601,2676,4460,-0.029140781188233197,-0.029140781188233197,2026
2026-06-25,-0.023274891634912274,-0.023274891634912274,-0.03994054256555614,-0.03994054256555614,2582,4301,0.016665650930643865,0.016665650930643865,2026
2026-07-09,-0.02186535251090911,-0.02186535251090911,-0.07399279154944206,-0.07399279154944206,2539,4231,0.05212743903853295,0.05212743903853295,2026
2026-07-23,0.08013121760238363,0.08013121760238363,0.0657160616614783,0.0657160616614783,2528,4211,0.014415155940905339,0.014415155940905339,2026
2026-08-06,0.013985389335773799,0.013985389335773799,0.0053070183694569496,0.0053070183694569496,2471,4119,0.008678370966316849,0.008678370966316849,2026
2026-08-20,0.02418167001198937,0.02418167001198937,0.01686459386242509,0.01686459386242509,2459,4095,0.00731707614956428,0.00731707614956428,2026
